#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-02-08T13:17:40', checksum=3060480230, kind='quantile-0.5', investigation_time=50.0, imt='SA(2.0)'"
custom_site_id,lon,lat,depth,poe-0.0010000,poe-0.0012370,poe-0.0015301,poe-0.0018927,poe-0.0023412,poe-0.0028960,poe-0.0035823,poe-0.0044312,poe-0.0054813,poe-0.0067802,poe-0.0083870,poe-0.0103745,poe-0.0128329,poe-0.0158740,poe-0.0196357,poe-0.0242889,poe-0.0300447,poe-0.0371645,poe-0.0459716,poe-0.0568656,poe-0.0703413,poe-0.0870103,poe-0.1076295,poe-0.1331349,poe-0.1646843,poe-0.2037102,poe-0.2519842,poe-0.3116979,poe-0.3855621,poe-0.4769302,poe-0.5899502,poe-0.7297530,poe-0.9026854,poe-1.1165982,poe-1.3812027,poe-1.7085116,poe-2.1133842,poe-2.6142009,poe-3.2336982,poe-4.0000000
1001,-79.80780,-6.84650,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999982E-01,9.999165E-01,9.984356E-01,9.884564E-01,9.525617E-01,8.743958E-01,7.542276E-01,6.050550E-01,4.581286E-01,3.264614E-01,2.242317E-01,1.417216E-01,8.314420E-02,4.664665E-02,2.535493E-02,1.320645E-02,6.471749E-03,2.946338E-03,1.221116E-03,4.428629E-04,1.209366E-04,2.843141E-05,2.503395E-06,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
1002,-79.55450,-6.76220,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999955E-01,9.998220E-01,9.975029E-01,9.839612E-01,9.409670E-01,8.520254E-01,7.184201E-01,5.656255E-01,4.183025E-01,2.890764E-01,1.869785E-01,1.138794E-01,6.652120E-02,3.663801E-02,1.928550E-02,9.566853E-03,4.237490E-03,1.736446E-03,5.776632E-04,1.837571E-04,4.279576E-05,2.801417E-06,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
1003,-79.31730,-6.63600,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999902E-01,9.997121E-01,9.964707E-01,9.793018E-01,9.291083E-01,8.349079E-01,6.903351E-01,5.336356E-01,3.842044E-01,2.582741E-01,1.626132E-01,9.704570E-02,5.562504E-02,3.012848E-02,1.510454E-02,6.949199E-03,3.016892E-03,1.177125E-03,3.987309E-04,1.092173E-04,2.467620E-05,2.069308E-06,5.960464E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
1004,-79.68600,-6.62060,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999970E-01,9.998659E-01,9.979395E-01,9.863537E-01,9.472857E-01,8.639441E-01,7.375665E-01,5.864705E-01,4.411055E-01,3.080141E-01,2.055275E-01,1.275813E-01,7.553882E-02,4.222669E-02,2.247672E-02,1.124277E-02,5.285294E-03,2.273797E-03,8.836879E-04,2.704780E-04,7.146118E-05,2.110004E-05,3.778506E-06,5.960464E-08,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
