#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-02-08T13:17:40', checksum=3060480230, kind='quantile-0.5', investigation_time=50.0, imt='SA(0.2)'"
custom_site_id,lon,lat,depth,poe-0.0010000,poe-0.0012499,poe-0.0015623,poe-0.0019527,poe-0.0024406,poe-0.0030506,poe-0.0038129,poe-0.0047657,poe-0.0059567,poe-0.0074453,poe-0.0093059,poe-0.0116314,poe-0.0145381,poe-0.0181712,poe-0.0227122,poe-0.0283880,poe-0.0354822,poe-0.0443493,poe-0.0554322,poe-0.0692848,poe-0.0865991,poe-0.1082403,poe-0.1352897,poe-0.1690988,poe-0.2113568,poe-0.2641751,poe-0.3301927,poe-0.4127083,poe-0.5158445,poe-0.6447547,poe-0.8058797,poe-1.0072699,poe-1.2589878,poe-1.5736104,poe-1.9668574,poe-2.4583774,poe-3.0727288,poe-3.8406073,poe-4.8003796,poe-6.0000000
1001,-79.80780,-6.84650,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999995E-01,9.999385E-01,9.981965E-01,9.824196E-01,9.204224E-01,7.903464E-01,6.349198E-01,4.714659E-01,3.257888E-01,2.134476E-01,1.309551E-01,7.786831E-02,4.447459E-02,2.433474E-02,1.194654E-02,5.717219E-03,2.572732E-03,1.021266E-03,3.594160E-04,1.248121E-04
1002,-79.55450,-6.76220,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999898E-01,9.995132E-01,9.930744E-01,9.603422E-01,8.718663E-01,7.222795E-01,5.482279E-01,3.892814E-01,2.565648E-01,1.553823E-01,8.948515E-02,4.953972E-02,2.663958E-02,1.310385E-02,5.948488E-03,2.744630E-03,1.209562E-03,4.923216E-04,1.773953E-04,3.945827E-05
1003,-79.31730,-6.63600,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999986E-01,9.998942E-01,9.978126E-01,9.824066E-01,9.273006E-01,8.138372E-01,6.530498E-01,4.830398E-01,3.250786E-01,2.060220E-01,1.179169E-01,6.523106E-02,3.442638E-02,1.722586E-02,8.322482E-03,3.822916E-03,1.629016E-03,6.313274E-04,2.189278E-04,4.416704E-05,2.324581E-06
1004,-79.68600,-6.62060,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999967E-01,9.997862E-01,9.961483E-01,9.741056E-01,9.057761E-01,7.732657E-01,6.062313E-01,4.369241E-01,2.925059E-01,1.847328E-01,1.100835E-01,6.006974E-02,3.181354E-02,1.581526E-02,7.762583E-03,3.459997E-03,1.530878E-03,6.128268E-04,2.265551E-04,5.972372E-05
