#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-02-08T13:17:40', checksum=3060480230, kind='quantile-0.16', investigation_time=50.0, imt='SA(0.5)'"
custom_site_id,lon,lat,depth,poe-0.0010000,poe-0.0012370,poe-0.0015301,poe-0.0018927,poe-0.0023412,poe-0.0028960,poe-0.0035823,poe-0.0044312,poe-0.0054813,poe-0.0067802,poe-0.0083870,poe-0.0103745,poe-0.0128329,poe-0.0158740,poe-0.0196357,poe-0.0242889,poe-0.0300447,poe-0.0371645,poe-0.0459716,poe-0.0568656,poe-0.0703413,poe-0.0870103,poe-0.1076295,poe-0.1331349,poe-0.1646843,poe-0.2037102,poe-0.2519842,poe-0.3116979,poe-0.3855621,poe-0.4769302,poe-0.5899502,poe-0.7297530,poe-0.9026854,poe-1.1165982,poe-1.3812027,poe-1.7085116,poe-2.1133842,poe-2.6142009,poe-3.2336982,poe-4.0000000
1001,-79.80780,-6.84650,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999983E-01,9.998876E-01,9.978324E-01,9.830700E-01,9.289658E-01,8.173129E-01,6.594906E-01,4.846525E-01,3.349568E-01,2.195795E-01,1.374858E-01,8.097821E-02,4.496947E-02,2.408924E-02,1.222968E-02,5.812580E-03,2.541411E-03,9.895848E-04,3.222735E-04,7.569770E-05,7.510185E-06,0.000000E+00,0.000000E+00
1002,-79.55450,-6.76220,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999859E-01,9.995095E-01,9.936402E-01,9.640247E-01,8.876177E-01,7.523026E-01,5.904514E-01,4.258760E-01,2.867055E-01,1.824014E-01,1.084386E-01,6.098906E-02,3.245997E-02,1.614950E-02,7.500007E-03,3.203607E-03,1.232316E-03,4.128186E-04,1.101587E-04,1.937151E-05,4.172325E-07,0.000000E+00,0.000000E+00
1003,-79.31730,-6.63600,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999989E-01,9.999229E-01,9.985375E-01,9.866892E-01,9.400902E-01,8.417425E-01,6.960991E-01,5.265694E-01,3.732332E-01,2.495330E-01,1.573555E-01,9.248588E-02,5.139646E-02,2.693615E-02,1.310514E-02,5.838470E-03,2.373461E-03,8.347584E-04,2.304569E-04,4.190207E-05,2.920628E-06,0.000000E+00,0.000000E+00,0.000000E+00
1004,-79.68600,-6.62060,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999939E-01,9.997323E-01,9.960054E-01,9.738504E-01,9.109648E-01,7.920109E-01,6.371130E-01,4.678072E-01,3.236810E-01,2.090178E-01,1.281098E-01,7.329711E-02,4.043320E-02,2.068281E-02,1.015793E-02,4.566819E-03,1.863374E-03,6.780901E-04,1.957511E-04,3.091464E-05,1.311302E-06,0.000000E+00,0.000000E+00
