eventID;year;month;day;hour;minute;second;longitude;latitude;depth;magnitude
0;1471;1;1;0;0;0;-71.000;-16.300;25;8
1;1513;1;1;0;0;0;-72.300;-17.210;30;8.69
2;1533;1;1;0;0;0;-77.800;-12.200;30;6.52
3;1541;4;1;0;0;0;-78.269;-0.140;30;6.32
4;1543;1;1;0;0;0;-70.500;-19.000;30;7.37
5;1552;7;2;10;30;0;-71.300;-16.600;30;7.6
6;1555;11;15;0;0;0;-77.600;-11.900;30;8.4
7;1557;2;1;0;0;0;-78.500;-1.500;30;5.89
8;1560;1;22;0;0;0;-78.500;-0.220;30;4.95
9;1566;1;1;0;0;0;-76.599;2.500;30;5.89
10;1568;4;4;0;0;0;-77.700;-12.300;30;7.39
11;1575;9;8;0;0;0;-78.500;-0.220;30;5.89
12;1578;6;17;0;0;0;-77.299;-12.699;60;6.23
13;1581;1;1;0;0;0;-71.500;-14.100;15;6.42
14;1582;1;22;16;30;0;-71.600;-16.600;30;7.5
15;1586;7;10;0;30;0;-77.028;-12.109;40;8.59
16;1587;8;31;0;0;0;-78.330;-0.050;30;6.4
17;1590;1;1;0;0;0;-72.900;-17.200;40;7.7
18;1590;1;1;0;0;0;-71.900;-13.500;15;6.23
19;1590;4;1;0;0;0;-78.500;-0.220;30;4.95
20;1600;2;28;20;0;0;-70.800;-16.600;20;8.1
21;1604;11;24;18;30;0;-70.940;-17.880;30;9.39
22;1604;12;1;0;0;0;-71.250;-29.899;30;7.37
23;1606;3;23;20;0;0;-80.300;-7.000;40;6.52
24;1606;10;25;13;0;0;-77.800;-11.800;60;6.81
25;1609;10;20;1;0;0;-77.400;-11.900;55;7.41
26;1615;9;16;0;0;0;-71.000;-18.250;40;8.79
27;1619;2;14;16;30;0;-79.038;-7.941;40;8.7
28;1627;6;26;11;0;0;-78.500;-0.220;30;5.89
29;1630;11;27;15;30;0;-77.500;-12.200;30;7.51
30;1639;12;1;0;0;0;-71.349;-29.949;30;7.37
31;1645;3;15;0;0;0;-78.800;-1.730;10;7
32;1647;5;13;15;30;0;-76.500;-14.000;40;6.52
33;1650;3;31;16;10;0;-72.200;-13.600;70;7.41
34;1650;11;10;16;0;0;-65.319;-19.039;30;6.47
35;1651;12;4;0;0;0;-78.500;-0.220;30;4.95
36;1653;7;9;0;0;0;-79.900;-2.200;30;5.42
37;1655;11;13;19;45;0;-77.600;-12.300;30;7.7
38;1655;12;15;0;0;0;-78.500;-0.220;30;5.42
39;1658;2;14;0;0;0;-80.100;-8.200;40;7.7
40;1660;10;27;15;0;0;-78.590;-0.190;30;5.89
41;1662;3;1;0;0;0;-78.500;-0.220;30;5.89
42;1664;5;22;9;15;0;-75.850;-14.100;15;7.5
43;1668;8;10;0;0;0;-78.200;0.300;30;5.42
44;1674;8;29;0;0;0;-79.050;-1.670;30;6.45
45;1678;1;5;6;30;0;-78.500;-0.220;30;4.95
46;1678;6;16;1;45;0;-77.800;-12.300;40;7.7
47;1678;6;18;1;45;0;-79.000;-9.000;40;8.4
48;1681;3;10;0;0;0;-70.350;-18.500;30;7.26
49;1687;1;28;0;0;0;-74.552;-12.582;20;6.52
50;1687;4;1;5;0;0;-77.200;-12.300;30;6.23
51;1687;7;12;6;0;0;-70.730;-32.750;30;7.3
52;1687;10;20;9;15;0;-78.200;-11.350;70;6.02
53;1687;10;20;10;30;0;-76.507;-13.231;30;8.6
54;1687;10;20;11;30;0;-75.900;-15.200;28;8.4
55;1687;10;21;12;0;0;-71.600;-16.400;60;8
56;1687;11;22;0;0;0;-78.420;-1.250;30;6.25
57;1689;3;1;0;0;0;-78.900;-2.200;5;6.8
58;1690;11;20;19;30;0;-77.000;-12.550;40;7.21
59;1692;9;13;11;0;0;-64.800;-25.400;30;7.01
60;1696;1;1;0;0;0;-77.200;1.200;30;6.32
61;1698;6;20;6;0;0;-78.800;-1.650;10;7.25
62;1698;6;28;11;0;0;-78.299;-1.000;30;5.89
63;1699;7;14;9;0;0;-77.500;-11.800;40;7.8
64;1700;8;2;21;0;0;-72.100;-13.900;10;4.07
65;1703;3;1;0;0;0;-78.650;-0.900;30;5.89
66;1707;9;18;5;0;0;-72.100;-13.900;10;4.4
67;1707;9;18;5;0;0;-72.099;-13.900;10;5.96
68;1709;12;20;10;0;0;-77.300;-12.300;60;7.11
69;1715;8;23;0;0;0;-70.800;-17.300;80;7.5
70;1716;2;11;1;0;0;-76.050;-13.700;50;7.37
71;1718;8;3;11;0;0;-71.519;-13.550;30;6.23
72;1719;6;17;0;0;0;-74.400;-13.200;20;4.62
73;1725;1;7;4;15;0;-79.300;-9.200;60;7.5
74;1725;1;8;13;0;0;-71.599;-16.399;80;6.52
75;1725;2;1;0;0;0;-78.900;-0.800;30;4.95
76;1725;3;27;0;0;0;-73.000;-16.699;50;6.23
77;1728;10;1;0;0;0;-78.200;-0.500;30;5.42
78;1732;12;2;6;0;0;-77.600;-11.800;50;6.91
79;1735;2;2;18;0;0;-76.500;2.600;20;4.5
80;1736;2;2;14;0;0;-76.500;2.500;30;6.16
81;1736;12;6;0;0;0;-78.750;-0.750;30;5.95
82;1739;3;24;0;0;0;-73.200;-14.100;30;6.52
83;1739;4;10;0;0;0;-78.299;-1.900;30;4.95
84;1740;8;27;14;0;0;-78.500;-0.220;30;4.95
85;1741;4;27;9;0;0;-77.000;-12.000;30;6.23
86;1741;8;25;0;0;0;-78.100;-3.100;30;6.81
87;1742;6;15;0;0;0;-78.400;-0.700;30;4.95
88;1744;1;1;0;0;0;-78.599;-1.500;30;5.89
89;1744;11;14;11;30;0;-72.000;-13.500;10;6.52
90;1746;2;9;13;0;0;-72.000;-13.500;30;6.23
91;1746;10;29;3;30;0;-77.198;-11.996;30;8.8
92;1747;1;1;0;0;0;-70.349;-13.900;20;7.09
93;1747;2;15;0;0;0;-73.099;-13.800;10;7.09
94;1747;3;14;18;30;0;-78.100;-8.580;20;4.95
95;1749;1;20;0;0;0;-79.300;-4.000;30;7.41
96;1749;1;20;0;0;0;-79.200;-4.000;30;6.32
97;1751;4;25;0;0;0;-76.500;2.500;30;5.89
98;1755;4;28;10;0;0;-78.480;-0.210;30;6.32
99;1757;2;22;0;0;0;-78.560;-0.920;30;6.15
100;1759;9;3;4;15;0;-79.932;-8.134;50;6.02
101;1764;7;15;5;30;0;-78.500;-0.220;30;4.95
102;1765;1;1;0;0;0;-76.799;1.900;30;5.42
103;1766;1;22;21;0;0;-77.969;0.440;30;4.95
104;1766;7;9;21;0;0;-76.671;3.880;30;6.83
105;1768;4;3;2;30;0;-78.400;-0.700;30;5.42
106;1773;6;29;0;0;0;-70.349;-27.350;30;6.8
107;1776;1;3;0;0;0;-78.439;-1.470;30;4.95
108;1777;1;26;8;0;0;-77.400;-11.800;50;5.62
109;1784;5;13;12;36;0;-72.000;-16.500;27;8.4
110;1786;5;10;0;0;0;-78.780;-1.680;30;5.8
111;1787;6;11;14;45;0;-79.900;-2.200;30;5.42
112;1791;7;4;10;30;0;-77.400;-11.800;50;6.23
113;1791;10;15;1;17;0;-75.599;-10.800;30;6.23
114;1792;7;12;2;50;0;-75.000;-13.100;30;6.23
115;1792;8;7;0;0;0;-70.349;-18.500;30;6.8
116;1794;9;7;0;0;0;-77.400;-12.200;40;4.95
117;1796;3;30;10;45;0;-70.350;-27.350;30;7.51
118;1797;2;4;12;45;0;-78.600;-1.500;10;7.6
119;1797;3;18;20;25;0;-77.799;0.400;30;4.95
120;1799;1;21;21;0;0;-77.400;-12.200;40;4.95
121;1800;2;4;0;0;0;-73.000;3.500;30;5.42
122;1800;2;27;9;0;0;-77.000;-12.000;30;6.23
123;1801;1;1;0;0;0;-71.250;-29.949;30;6.8
124;1802;1;1;0;0;0;-78.609;-0.930;30;5.42
125;1803;1;1;0;0;0;-78.640;-1.670;30;5.42
126;1804;4;22;0;0;0;-72.000;-13.500;30;6.23
127;1804;10;27;0;0;0;-67.900;-31.800;30;5.47
128;1806;12;1;23;0;0;-78.000;-12.000;30;6.52
129;1808;1;1;0;0;0;-77.000;-12.000;30;6.23
130;1811;1;14;17;30;0;-71.599;-16.399;30;6.23
131;1811;6;4;18;50;0;-77.000;-12.000;30;6.23
132;1812;5;29;4;30;0;-76.500;2.500;30;5.09
133;1813;3;30;9;30;0;-75.799;-14.199;50;6.52
134;1814;2;1;10;0;0;-81.000;-5.000;40;6.23
135;1814;11;20;5;0;0;-76.500;2.500;30;5.09
136;1816;11;29;2;0;0;-75.400;3.000;30;5.09
137;1817;7;4;17;30;0;-64.500;-28.000;30;7.01
138;1817;9;18;0;0;0;-76.500;2.500;30;5.89
139;1819;2;5;9;0;0;-76.500;2.500;30;5.02
140;1819;4;11;15;0;0;-70.350;-27.350;30;8.5
141;1820;7;8;0;0;0;-76.500;3.000;30;5.09
142;1821;7;10;13;0;0;-72.967;-16.107;90;8.2
143;1821;7;10;18;10;0;-71.600;-16.400;30;7.9
144;1822;11;5;0;0;0;-70.349;-27.350;30;6.8
145;1826;1;19;0;0;0;-65.250;-26.200;30;5.9
146;1827;11;16;23;0;0;-75.520;1.790;30;7.52
147;1827;11;17;4;10;0;-76.400;1.800;30;5.09
148;1828;3;16;0;0;0;-71.599;-16.399;30;6.23
149;1828;3;30;12;35;0;-77.808;-12.130;50;6.52
150;1831;5;17;21;5;0;-76.500;2.500;30;5.09
151;1832;9;18;17;0;0;-64.400;-12.400;30;3.6
152;1833;4;25;14;30;0;-71.250;-28.460;30;7.37
153;1833;9;18;10;45;0;-71.010;-18.251;60;7.21
154;1834;1;20;12;0;0;-76.930;1.100;15;6.7
155;1835;1;23;7;0;0;-79.000;1.800;30;5.42
156;1836;7;3;12;30;0;-70.260;-22.550;30;6.8
157;1839;7;5;0;30;0;-75.000;-11.000;20;5.62
158;1840;1;28;8;0;0;-77.300;-12.300;40;4.84
159;1840;9;18;22;30;0;-78.799;1.800;30;5.42
160;1840;10;9;0;0;0;-78.500;-1.350;30;5.89
161;1843;12;17;22;15;0;-71.250;-29.899;30;7.37
162;1844;9;18;23;0;0;-64.700;-24.800;30;6.52
163;1845;1;14;0;0;0;-63.170;-17.780;30;5.45
164;1845;5;1;0;0;0;-71.599;-16.600;25;6.23
165;1845;6;4;2;15;0;-70.349;-18.500;30;7.37
166;1846;3;13;11;0;0;-70.349;-27.350;30;6.8
167;1846;6;28;1;15;0;-76.799;-14.000;50;6.23
168;1846;6;28;1;15;0;-76.800;-14.000;50;7.9
169;1847;1;1;0;0;0;-73.099;-13.699;20;7.09
170;1847;3;8;15;0;0;-71.269;-32.450;30;7.37
171;1847;10;8;15;30;0;-71.180;-31.610;30;7.01
172;1849;12;17;10;0;0;-71.370;-29.950;30;7.51
173;1851;5;26;17;10;0;-70.350;-27.350;30;7.51
174;1851;7;5;12;0;0;-65.579;-19.750;30;5.96
175;1854;1;14;23;10;0;-71.349;-29.949;30;6.8
176;1854;12;23;0;0;0;-78.099;0.360;30;5.42
177;1856;2;10;0;0;0;-79.000;-2.900;30;5.89
178;1857;8;20;12;0;0;-80.540;-5.300;40;7.09
179;1858;4;10;12;30;0;-71.250;-29.899;30;6.8
180;1859;3;22;13;30;0;-78.750;0.020;10;7.2
181;1859;10;5;12;0;0;-70.350;-27.350;30;7.51
182;1860;4;22;7;0;0;-77.299;-12.300;40;6.23
183;1860;9;20;23;30;0;-70.349;-18.500;30;6.8
184;1861;3;20;23;0;0;-68.900;-32.900;30;7.01
185;1861;4;13;5;30;0;-76.349;-13.600;30;6.23
186;1861;4;13;22;30;0;-73.419;-13.803;20;4.51
187;1862;5;28;18;25;0;-77.000;-12.080;30;6.23
188;1862;8;14;7;15;0;-71.549;-16.399;30;6.23
189;1863;1;14;0;0;0;-65.000;-23.600;30;6.33
190;1863;10;21;0;0;0;-79.099;-8.199;30;6.23
191;1863;11;29;10;30;0;-77.000;-12.080;30;6.23
192;1864;1;12;6;9;0;-70.349;-27.350;30;6.8
193;1864;6;28;7;35;0;-77.000;-12.080;30;6.23
194;1868;5;17;18;0;0;-78.420;-1.250;30;6.2
195;1868;8;13;21;46;0;-70.590;-18.290;25;8.59
196;1868;8;16;6;40;0;-78.300;0.250;10;7.25
197;1868;10;12;5;20;0;-70.349;-27.350;30;6.8
198;1869;7;22;15;0;0;-71.560;-16.399;30;6.23
199;1869;7;27;16;30;0;-75.700;-11.300;30;6.23
200;1869;7;29;2;0;0;-80.599;-5.300;30;6.23
201;1869;8;24;16;30;0;-70.230;-19.600;30;7.51
202;1870;3;28;17;40;0;-72.000;-13.550;30;6.23
203;1870;4;22;13;20;0;-68.930;-22.469;30;7.37
204;1870;7;10;18;30;0;-72.000;-14.500;30;6.23
205;1871;2;23;6;30;0;-65.379;-16.940;30;5.45
206;1871;10;9;0;0;0;-64.300;-23.100;30;6.33
207;1874;7;6;0;0;0;-64.200;-23.000;30;5.9
208;1875;12;6;2;30;0;-72.700;-13.400;20;4.95
209;1876;2;11;21;0;0;-71.180;-31.620;30;6.8
210;1876;10;26;14;0;0;-69.629;-22.070;30;6.8
211;1877;5;10;1;28;0;-71.183;-18.329;40;6.52
212;1877;5;10;2;16;0;-70.230;-19.600;40;8
213;1877;5;17;0;0;0;-68.000;-16.000;20;5.55
214;1877;7;27;3;40;0;-71.349;-29.949;30;6.8
215;1877;11;26;0;0;0;-77.599;-6.000;20;6.23
216;1878;1;23;0;0;0;-77.000;-20.050;40;7.9
217;1878;4;5;18;35;0;-71.560;-16.399;30;6.23
218;1878;10;4;12;30;0;-76.500;2.500;30;5.42
219;1880;8;15;12;48;0;-71.180;-31.620;30;7.51
220;1880;10;16;2;22;0;-77.000;-12.080;30;6.23
221;1882;8;27;11;30;0;-77.000;-12.080;30;6.23
222;1883;10;1;11;35;0;-71.560;-16.399;30;6.23
223;1884;11;26;23;10;0;-64.909;-19.170;30;5.45
224;1885;5;25;20;5;0;-77.205;2.260;30;6.32
225;1886;3;5;16;15;0;-71.560;-16.399;30;6.23
226;1887;9;23;4;0;0;-63.700;-22.030;30;6.42
227;1888;11;2;4;0;0;-77.000;-12.080;30;6.23
228;1889;3;29;5;0;0;-70.239;-18.000;30;6.23
229;1890;4;24;0;0;0;-70.730;-32.750;30;6.8
230;1890;9;19;15;30;0;-70.349;-27.350;30;6.8
231;1890;11;15;0;0;0;-63.170;-17.780;30;5.45
232;1891;8;15;11;3;0;-68.500;-15.500;5;6.22
233;1891;10;23;16;56;0;-78.500;-0.220;30;4.95
234;1892;3;14;14;0;0;-70.349;-18.500;30;6.8
235;1892;3;21;0;0;0;-65.000;-29.500;30;5.9
236;1893;2;22;21;25;0;-71.250;-29.899;30;6.8
237;1893;9;5;22;45;0;-79.000;-3.100;30;5.89
238;1893;9;11;0;0;0;-76.599;2.500;30;5.89
239;1894;10;27;19;30;0;-68.400;-30.500;30;7.51
240;1895;5;1;8;0;0;-75.900;2.000;30;5.42
241;1896;5;3;0;0;0;-80.450;-5.100;30;4.95
242;1896;5;3;13;45;0;-80.450;-0.510;30;7.01
243;1896;6;14;14;20;0;-70.349;-18.500;30;6.8
244;1896;7;6;11;2;0;-68.540;-15.330;30;5.45
245;1897;9;20;16;25;0;-76.791;-11.913;70;7.7
246;1898;2;5;0;0;0;-66.150;-28.450;30;6.33
247;1898;7;29;2;0;0;-79.000;-2.900;30;4.95
248;1898;9;19;20;0;0;-79.750;-1.560;30;4.95
249;1899;3;23;18;0;0;-63.670;-21.970;10;6.9
250;1899;4;12;0;0;0;-68.400;-28.650;30;6.33
251;1899;6;3;4;30;0;-85.000;0.000;30;7.21
252;1901;1;7;0;29;0;-82.000;-2.000;25;7.2
253;1901;11;21;19;19;0;-76.320;-14.177;80;6.71
254;1902;1;2;14;8;0;-78.400;-9.000;80;6.81
255;1902;3;5;19;3;0;-70.000;-20.000;30;6.81
256;1903;1;25;15;22;0;-78.500;-0.200;30;4.95
257;1903;6;3;10;0;0;-78.829;-2.200;30;4.95
258;1903;8;12;23;0;0;-69.099;-32.100;70;6.09
259;1903;12;7;14;44;0;-70.000;-27.000;30;6.81
260;1904;3;4;4;45;0;-76.200;-12.300;90;6.52
261;1904;3;19;6;28;0;-71.000;-29.000;30;7.01
262;1904;5;4;16;0;0;-79.200;-4.000;30;6.81
263;1904;12;3;18;37;0;-77.500;-12.362;60;6.23
264;1904;12;11;17;5;42;-73.706;-32.312;10;6.72
265;1905;1;23;11;15;0;-71.870;-13.670;7;4.07
266;1905;1;23;11;15;0;-71.870;-13.670;7;6.23
267;1905;4;26;21;43;0;-70.000;-21.000;60;6.81
268;1906;1;9;10;0;0;-81.299;-5.600;30;6.23
269;1906;1;31;8;0;0;-80.500;1.000;30;4.95
270;1906;1;31;15;36;0;-79.360;0.950;20;8.35
271;1906;2;19;8;0;0;-78.200;0.300;30;4.95
272;1906;4;28;18;0;0;-81.355;-3.952;30;6.23
273;1906;5;5;0;36;0;-71.021;-18.294;30;6.52
274;1906;8;17;0;0;0;-63.170;-17.780;20;5.45
275;1906;8;17;0;40;4;-71.400;-32.400;35;8.4
276;1906;8;30;2;38;26;-70.092;-18.358;60;6.91
277;1906;9;5;15;15;0;-78.549;-1.600;30;5.49
278;1906;9;10;6;30;0;-78.599;-0.900;30;5.42
279;1906;9;28;15;24;54;-77.494;-6.172;150;7.9
280;1906;9;28;15;24;54;-79.000;-2.000;150;7.41
281;1906;11;17;0;0;0;-65.700;-26.750;30;5.9
282;1906;11;28;9;1;35;-72.690;-29.568;15;6.35
283;1906;12;26;5;53;20;-70.607;-19.551;35;6.86
284;1907;2;23;20;17;0;-75.370;-13.226;90;6.23
285;1907;2;23;20;17;0;-75.400;-13.200;90;7.6
286;1907;6;1;8;45;0;-82.000;0.000;15;7
287;1907;6;1;9;37;20;-78.500;-0.200;30;4.95
288;1907;6;5;3;21;52;-78.328;2.094;35;6.47
289;1907;6;20;11;33;0;-80.492;-6.975;58;6.23
290;1907;8;5;6;39;0;-70.966;-24.365;15;6.56
291;1907;11;16;10;10;0;-76.790;-8.010;150;6.23
292;1907;11;17;10;15;0;-79.200;-4.000;30;6.22
293;1907;11;17;10;15;0;-79.200;-4.000;30;4.95
294;1908;2;5;0;0;0;-64.700;-25.200;30;5.9
295;1908;7;21;8;15;0;-79.890;-2.190;30;4.95
296;1908;9;22;17;0;0;-64.500;-30.500;100;6.52
297;1909;2;1;0;0;0;-66.250;-24.700;30;5.47
298;1909;4;12;8;5;0;-77.180;-11.570;90;6.23
299;1909;5;17;8;2;54;-64.000;-20.000;250;7.11
300;1909;6;8;5;46;30;-70.500;-26.500;35;7.6
301;1909;6;12;23;0;0;-80.500;-3.100;30;4.95
302;1909;7;23;17;0;0;-66.349;-17.430;30;5.11
303;1910;9;6;20;3;1;-70.699;-27.421;35;6.88
304;1910;10;4;23;0;6;-69.000;-22.000;120;7.31
305;1911;4;28;9;52;14;-71.267;-9.207;560;7.38
306;1911;4;28;9;52;54;-71.000;0.000;600;7.11
307;1911;9;15;13;10;0;-72.000;-20.000;35;7.3
308;1911;9;23;4;10;0;-78.800;-1.730;30;6.2
309;1912;7;24;11;50;0;-80.412;-5.620;30;7.37
310;1912;12;7;22;46;50;-62.500;-29.000;620;7.51
311;1913;2;24;2;30;0;-79.610;-3.420;50;7.7
312;1913;2;24;2;30;0;-79.400;-4.200;30;4.95
313;1913;5;24;23;24;54;-72.245;-25.619;15;6.89
314;1913;7;28;6;40;0;-73.300;-16.600;30;7.01
315;1913;8;6;22;14;24;-73.500;-15.800;80;7.8
316;1913;11;4;21;33;0;-72.900;-14.199;20;7.37
317;1913;11;4;21;33;0;-72.900;-14.200;10;6.3
318;1913;11;6;0;0;0;-65.100;-26.800;30;5.47
319;1914;2;18;23;39;0;-63.170;-17.780;30;6.13
320;1914;2;26;4;58;12;-67.000;-18.000;130;7.21
321;1914;2;27;8;10;0;-78.599;-1.400;30;4.95
322;1914;5;7;10;21;54;-65.849;-17.180;30;5.45
323;1914;5;31;13;27;50;-78.420;-0.600;30;6.44
324;1914;11;18;9;38;0;-81.951;0.320;15;6.53
325;1915;4;23;15;29;17;-70.933;-8.258;620;6.68
326;1915;6;6;21;29;37;-68.500;-18.500;160;7.6
327;1915;8;21;19;23;0;-76.814;-12.935;40;6.23
328;1915;8;22;9;18;16;-78.700;0.100;30;5.42
329;1915;9;20;22;28;0;-76.228;-14.412;80;6.23
330;1915;12;27;15;48;0;-75.000;-15.200;70;6.71
331;1916;2;8;15;35;0;-74.064;-12.967;120;6.91
332;1916;6;21;21;32;30;-63.000;-28.500;600;7.51
333;1916;6;30;3;0;27;-80.013;0.733;15;6.75
334;1916;8;25;9;44;21;-71.886;-20.162;15;6.86
335;1916;8;25;9;44;42;-68.000;-21.000;180;7.51
336;1916;9;29;18;54;47;-78.908;-10.613;15;6.27
337;1916;10;3;1;26;13;-74.500;-14.000;70;7.11
338;1916;12;23;9;24;33;-69.642;-22.762;75;6.81
339;1917;2;15;0;48;24;-73.000;-30.000;35;7.01
340;1917;2;21;9;41;13;-79.266;-28.238;10;6.37
341;1917;2;22;9;11;49;-78.354;-30.754;10;6.52
342;1917;3;29;2;1;30;-80.688;-2.395;15;6.22
343;1917;5;21;4;45;0;-79.501;-8.282;40;6.23
344;1917;5;21;8;56;0;-71.500;-15.100;20;6.52
345;1917;7;27;2;51;40;-68.900;-32.299;50;6.52
346;1917;8;31;11;36;24;-73.990;3.940;15;6.75
347;1918;3;16;13;37;50;-70.000;1.000;30;5.42
348;1918;5;20;17;55;10;-71.857;-29.292;20;6.81
349;1918;8;17;6;53;0;-63.500;-18.500;540;7.11
350;1918;8;17;6;53;38;-70.111;-19.379;35;6.41
351;1918;9;7;23;8;39;-78.400;-1.400;30;5.42
352;1918;12;4;11;47;48;-70.608;-26.538;40;7.83
353;1918;12;4;17;42;0;-67.881;-26.697;35;6.4
354;1918;12;21;9;24;40;-70.000;1.000;600;6.52
355;1919;5;5;18;30;28;-68.769;-11.020;30;5.54
356;1919;8;8;5;1;0;-67.000;-21.000;224;6.32
357;1919;9;13;12;19;0;-64.200;-15.200;493;6.32
358;1919;9;13;12;19;23;-74.034;-17.059;30;6.66
359;1919;12;28;18;46;44;-65.719;-21.430;30;5.54
360;1920;1;30;18;26;0;-77.500;3.000;35;6
361;1920;1;30;18;26;45;-71.500;3.000;30;6.09
362;1920;2;28;18;40;51;-73.316;-14.378;15;6.51
363;1920;7;13;6;34;6;-68.349;-15.300;30;5.96
364;1920;7;26;6;30;0;-79.900;-2.200;30;5.42
365;1920;8;3;19;57;12;-67.848;-27.398;15;6.93
366;1920;8;13;2;2;46;-63.908;-18.807;15;6.06
367;1920;8;13;2;3;0;-68.000;-20.000;150;6.52
368;1920;10;7;20;54;0;-74.173;-15.133;80;7.11
369;1920;10;7;20;54;3;-71.094;-12.387;15;6.5
370;1920;10;22;12;9;55;-71.579;-21.602;15;6.59
371;1920;11;24;11;51;0;-64.200;-14.300;318;7.11
372;1920;12;17;18;59;49;-68.400;-32.700;40;6.09
373;1920;12;17;19;0;4;-68.412;-31.905;15;6.74
374;1920;12;22;5;53;44;-65.849;-16.969;30;5.54
375;1921;1;9;12;55;7;-74.191;-13.386;15;6.53
376;1921;9;30;7;29;0;-66.350;-17.430;33;5.55
377;1921;10;20;6;3;20;-68.956;-20.060;114;7.15
378;1921;12;18;15;29;35;-72.040;-4.110;630;7.9
379;1922;3;28;3;57;54;-68.000;-21.000;90;7.21
380;1922;4;6;3;12;59;-77.589;-14.089;15;6.34
381;1922;7;10;9;38;10;-62.500;-19.000;630;6.71
382;1922;9;4;19;4;8;-69.500;-10.500;660;6.91
383;1922;10;11;14;49;50;-72.500;-16.000;50;7.41
384;1922;11;11;4;32;36;-69.852;-28.293;25;8.3
385;1922;11;17;11;2;42;-72.489;-30.333;15;6.71
386;1923;1;23;15;42;0;-67.200;-26.000;30;6.22
387;1923;2;5;12;22;0;-78.630;-0.550;30;6.15
388;1923;5;4;22;47;0;-71.750;-28.750;60;7
389;1923;5;16;15;46;0;-78.500;-0.220;30;5.49
390;1923;5;28;19;34;0;-65.200;-31.199;30;5.37
391;1923;7;4;16;49;0;-66.000;-18.000;153;6.91
392;1923;8;17;1;5;11;-70.926;-25.164;35;6.18
393;1923;9;2;22;38;12;-68.500;-16.000;150;7.01
394;1923;9;9;4;16;25;-75.000;0.000;30;5.09
395;1923;10;4;17;31;10;-64.500;-14.000;333;6.91
396;1923;11;8;12;29;0;-68.000;-26.399;30;5.79
397;1924;1;13;3;0;0;-77.780;0.920;30;7.01
398;1924;1;19;20;7;0;-66.000;-27.800;30;5.79
399;1924;1;28;3;43;28;-70.000;1.000;30;5.76
400;1924;2;13;14;50;0;-65.000;-26.000;30;5.45
401;1924;2;23;21;30;0;-64.400;-24.000;30;6.13
402;1924;3;3;6;0;0;-78.629;-1.600;30;5.89
403;1924;3;6;9;19;56;-66.000;-19.500;193;6.91
404;1924;3;11;22;44;23;-82.000;-4.000;60;6.81
405;1924;3;16;1;22;36;-72.000;-2.000;30;6.91
406;1924;3;16;1;22;36;-72.000;-2.000;30;5.76
407;1924;3;19;16;56;0;-69.000;-31.000;30;5.96
408;1924;5;27;5;50;0;-66.000;-28.500;30;5.62
409;1924;7;7;17;20;50;-63.500;-18.500;20;6.91
410;1924;7;22;4;4;18;-80.000;-2.000;250;6.52
411;1924;10;16;23;13;0;-70.000;-31.800;30;6.13
412;1924;10;18;23;5;27;-80.000;2.500;30;6.71
413;1924;12;21;19;23;0;-66.400;-32.200;30;6.05
414;1925;1;5;13;45;46;-73.500;-14.000;200;6.52
415;1925;5;15;11;18;0;-71.500;-26.000;50;7.1
416;1925;5;15;11;56;57;-70.492;-25.570;50;6.37
417;1925;6;7;23;41;0;-80.500;3.000;318;6.8
418;1925;6;23;16;46;0;-77.030;-0.110;25;6.8
419;1925;9;12;9;26;0;-75.000;-8.000;30;6.91
420;1925;10;14;0;0;0;-64.400;-23.100;30;5.47
421;1925;10;25;4;30;0;-73.000;-18.000;30;6.91
422;1925;10;25;4;31;9;-65.170;-18.199;30;5.45
423;1925;11;6;13;57;48;-74.143;-12.031;15;6.04
424;1925;11;17;0;17;53;-80.562;-10.490;10;6.31
425;1925;12;27;17;38;33;-81.276;-6.497;15;6.3
426;1926;1;1;21;37;19;-70.539;-23.508;35;6.19
427;1926;3;7;20;32;30;-84.000;-9.500;30;6.81
428;1926;3;7;20;33;0;-74.500;-2.800;30;6.5
429;1926;3;7;20;33;38;-77.450;-5.270;93;6.52
430;1926;3;11;10;41;54;-77.073;-12.520;80;7.21
431;1926;3;11;10;42;5;-72.328;-9.119;15;5.96
432;1926;5;12;3;45;35;-72.866;-30.816;15;5.77
433;1926;5;13;13;43;59;-74.452;-30.045;10;5.9
434;1926;6;5;1;20;15;-78.500;-17.000;30;6.81
435;1926;6;5;1;20;48;-75.892;-15.078;35;5.73
436;1926;7;1;20;29;30;-81.500;-5.000;30;6.81
437;1926;7;1;20;29;36;-82.655;-5.922;15;5.95
438;1926;7;14;1;38;40;-71.000;-2.500;30;6.81
439;1926;8;12;22;17;48;-70.000;-23.000;250;6.81
440;1926;10;27;14;13;50;-66.362;-23.910;15;5.65
441;1926;11;13;0;17;31;-66.120;-17.399;30;5.62
442;1926;12;19;1;50;0;-77.500;1.100;30;6.32
443;1927;1;5;7;43;0;-63.000;-17.000;20;6.81
444;1927;1;20;10;16;18;-67.000;-21.000;133;6.81
445;1927;1;24;5;50;0;-65.500;-30.500;30;5.28
446;1927;2;28;14;7;45;-71.081;-28.549;35;6.54
447;1927;3;14;7;43;9;-69.801;-25.469;15;5.5
448;1927;4;6;18;54;5;-70.000;-10.000;600;6.09
449;1927;4;7;0;8;0;-64.000;-17.000;418;6.81
450;1927;4;14;6;23;28;-69.500;-32.000;110;7.11
451;1927;4;23;8;58;0;-67.500;-27.000;30;5.88
