#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-02-16T21:25:10', checksum=1730296092, kind='mean', investigation_time=50.0, imt='SA(1.0)'"
custom_site_id,lon,lat,depth,poe-0.0010000,poe-0.0012370,poe-0.0015301,poe-0.0018927,poe-0.0023412,poe-0.0028960,poe-0.0035823,poe-0.0044312,poe-0.0054813,poe-0.0067802,poe-0.0083870,poe-0.0103745,poe-0.0128329,poe-0.0158740,poe-0.0196357,poe-0.0242889,poe-0.0300447,poe-0.0371645,poe-0.0459716,poe-0.0568656,poe-0.0703413,poe-0.0870103,poe-0.1076295,poe-0.1331349,poe-0.1646843,poe-0.2037102,poe-0.2519842,poe-0.3116979,poe-0.3855621,poe-0.4769302,poe-0.5899502,poe-0.7297530,poe-0.9026854,poe-1.1165982,poe-1.3812027,poe-1.7085116,poe-2.1133842,poe-2.6142009,poe-3.2336982,poe-4.0000000
1001,-79.80780,-6.84650,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999940E-01,9.998048E-01,9.975064E-01,9.843155E-01,9.419637E-01,8.546792E-01,7.251606E-01,5.738699E-01,4.253958E-01,2.972881E-01,1.970125E-01,1.243352E-01,7.491472E-02,4.312580E-02,2.369110E-02,1.238220E-02,6.124856E-03,2.845864E-03,1.227457E-03,4.845306E-04,1.730908E-04,5.732177E-05,1.670182E-05,3.921986E-06,6.008148E-07,0.000000E+00,0.000000E+00
1002,-79.55450,-6.76220,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999996E-01,9.999729E-01,9.994344E-01,9.947751E-01,9.739328E-01,9.179583E-01,8.158432E-01,6.762686E-01,5.222468E-01,3.773734E-01,2.566723E-01,1.651985E-01,1.009923E-01,5.876017E-02,3.254250E-02,1.712034E-02,8.516498E-03,3.976995E-03,1.726781E-03,6.899822E-04,2.521632E-04,8.609759E-05,2.599653E-05,6.077288E-06,1.094341E-06,8.344650E-09,0.000000E+00,0.000000E+00
1003,-79.31730,-6.63600,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999975E-01,9.999093E-01,9.987043E-01,9.908382E-01,9.620020E-01,8.943111E-01,7.813664E-01,6.359810E-01,4.821907E-01,3.421059E-01,2.284676E-01,1.443462E-01,8.654953E-02,4.930732E-02,2.667067E-02,1.365200E-02,6.572950E-03,2.950334E-03,1.220098E-03,4.593142E-04,1.561026E-04,4.612344E-05,1.079765E-05,1.960992E-06,1.549721E-07,5.960465E-09,0.000000E+00,0.000000E+00
1004,-79.68600,-6.62060,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999998E-01,9.999849E-01,9.996353E-01,9.962349E-01,9.795256E-01,9.311917E-01,8.377981E-01,7.043455E-01,5.519152E-01,4.045780E-01,2.790757E-01,1.821655E-01,1.130120E-01,6.680549E-02,3.765715E-02,2.021917E-02,1.030576E-02,4.958222E-03,2.235209E-03,9.357828E-04,3.611580E-04,1.298967E-04,4.254151E-05,1.109507E-05,2.121924E-06,1.275539E-07,0.000000E+00,0.000000E+00
