#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-02-08T04:43:00', checksum=820340694, kind='mean', investigation_time=50.0, imt='SA(0.05)'"
lon,lat,depth,poe-0.0010000,poe-0.0012499,poe-0.0015623,poe-0.0019527,poe-0.0024406,poe-0.0030506,poe-0.0038129,poe-0.0047657,poe-0.0059567,poe-0.0074453,poe-0.0093059,poe-0.0116314,poe-0.0145381,poe-0.0181712,poe-0.0227122,poe-0.0283880,poe-0.0354822,poe-0.0443493,poe-0.0554322,poe-0.0692848,poe-0.0865991,poe-0.1082403,poe-0.1352897,poe-0.1690988,poe-0.2113568,poe-0.2641751,poe-0.3301927,poe-0.4127083,poe-0.5158445,poe-0.6447547,poe-0.8058797,poe-1.0072699,poe-1.2589878,poe-1.5736104,poe-1.9668574,poe-2.4583774,poe-3.0727288,poe-3.8406073,poe-4.8003796,poe-6.0000000
-70.33000,-14.25000,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999979E-01,9.999793E-01,9.998637E-01,9.993438E-01,9.975412E-01,9.924545E-01,9.803220E-01,9.552300E-01,9.095711E-01,8.362400E-01,7.325360E-01,6.036692E-01,4.630079E-01,3.281140E-01,2.141135E-01,1.286322E-01,7.122611E-02,3.634967E-02,1.699694E-02,7.161821E-03,2.636799E-03,7.959508E-04,1.790765E-04,3.541168E-05,6.648898E-06,5.900860E-07,0.000000E+00,0.000000E+00
