WKT,OBJECTID,Name,SHAPE_LEN
"MULTILINESTRING ((-71.3140381669999 -15.966276683,-71.30694505 -15.9712238449999,-71.2990344809999 -15.977243277,-71.292951377 -15.982453544,-71.2874153209999 -15.985948616,-71.2831846179999 -15.989075906,-71.2775464379999 -15.996811413,-71.274756705 -16.0034899979999,-71.269749607 -16.011302396,-71.267324246 -16.01683212,-71.266218783 -16.0239357859999,-71.2636811219999 -16.030898427,-71.2624168859999 -16.03518845,-71.2611255229998 -16.0397808979999,-71.2536568865909 -16.0470206619827,-71.2512207699999 -16.052249646,-71.249693196 -16.0676949159999,-71.2462154699999 -16.084990108,-71.243076546 -16.0899497849999,-71.24108009 -16.0941569519999,-71.240527918 -16.099113514,-71.237889516 -16.1071000079999,-71.23228648 -16.112851311,-71.225968345 -16.120014589,-71.222997192 -16.1251677819999,-71.2188993159999 -16.128123302,-71.215626219 -16.132422766,-71.2124619179999 -16.1359626209999,-71.2080340639999 -16.141181691,-71.198379943 -16.1513765859999,-71.1913224689999 -16.156774981,-71.176538873 -16.173001109,-71.1710209770226 -16.1772154427053,-71.1680205809113 -16.1822581679832,-71.1646451352859 -16.1856199132875,-71.162144805193 -16.1886214232172,-71.1605195906328 -16.1931836308841,-71.1586722569999 -16.197041704,-71.1586722569999 -16.2002379769999,-71.1584986869998 -16.2031727019999,-71.158487493 -16.2047788179999,-71.158735101 -16.2063081319999,-71.158997102 -16.2077247839999,-71.1593260559999 -16.2091471779999,-71.159618539 -16.2109611929999,-71.159625575 -16.211020802,-71.159661336 -16.212864114,-71.159191614 -16.21509313,-71.158956472 -16.2174092269999,-71.1590606329999 -16.220106364,-71.159073973 -16.220223096,-71.1592520699999 -16.2219236729999,-71.1591187849999 -16.224724969,-71.158794305 -16.2271585639999,-71.158469826 -16.2302411179998,-71.158469826 -16.230403357,-71.158267026 -16.231660715,-71.1563201499999 -16.23409431,-71.154373274 -16.2368929439999,-71.152548078 -16.2396915779999,-71.1487354459999 -16.244193729,-71.145058014 -16.249601718,-71.1402989829999 -16.254360748,-71.136188912 -16.259336098,-71.129699325 -16.2653930449999,-71.1240750169999 -16.2710173539999,-71.1182343889998 -16.2755600639999,-71.1102305649999 -16.2790211769999,-71.1033083389999 -16.2818333319999,-71.096602433 -16.285943403,-71.0907618049999 -16.289620836,-71.0857864559999 -16.2932982679999,-71.0829599739999 -16.2950117089999,-71.0793100809998 -16.297248784,-71.0744409179999 -16.30110499,-71.070500656 -16.304838128,-71.064628527 -16.3087071389999,-71.0589072059999 -16.312307038,-71.0536693139999 -16.317056028,-71.0492780869999 -16.321088097,-71.046533657 -16.3259901759999,-71.042487717 -16.332905003,-71.037252903 -16.3402813329999,-71.034339044 -16.3432555759999,-71.0313425379999 -16.346851383,-71.028146265 -16.350047656,-71.024550458 -16.3544425319999,-71.019756048 -16.358238106,-71.0149616389999 -16.360835078,-71.0109091709998 -16.361774028,-71.007756524 -16.36347219,-71.00475941 -16.365029164,-71.001485392 -16.366479904,-70.998679162 -16.36835525,-70.996325745 -16.3702141209999,-70.99396308 -16.3722428379999,-70.9918942279999 -16.374156341))",3972,Falla El Frayle,0.012307896
