WKT,OBJECTID,Name,SHAPE_LEN
"MULTILINESTRING ((-70.49726728 -17.46362189,-70.493434891 -17.46283819,-70.487431529 -17.46200851,-70.481428738 -17.46180323,-70.47717218 -17.461284532,-70.474116336 -17.461181672,-70.469969323 -17.461495596,-70.46697471 -17.46293247,-70.46203213 -17.46453068,-70.456766069 -17.467642377,-70.453056049 -17.470037837,-70.448144895 -17.471704662,-70.444216099 -17.474204075,-70.440396147 -17.476703413,-70.438541202 -17.480035299,-70.43646754 -17.482638454,-70.432537708 -17.486074885))","3605",Falla Chulibaya,0.07330150133
