Unnamed: 0,Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value,Smoothed Rate Scaled
96,-67.6578,-21.581,150.904007,0,4046.65,1.07,6355.010546
97,-67.5578,-21.581,156.4532928,0,4883.28,1.07,7668.885597
98,-67.4578,-21.581,162.1674042,5447,5694.94,1.07,8943.546825
99,-67.3578,-21.581,168.0196075,5447,6356.68,1.07,9982.768077
100,-67.2578,-21.581,173.9886932,0,6822.45,1.07,10714.23071
101,-67.1578,-21.581,180.0579071,5447,7076.38,1.07,11113.01188
102,-67.0578,-21.581,186.2140045,5447,7117.35,1.07,11177.3527
103,-66.9578,-21.581,192.4461975,16341,6984.58,1.07,10968.84573
104,-66.8578,-21.581,198.7469025,10894,6678.18,1.07,10487.6637
105,-66.7578,-21.581,205.1116943,21789,6008.22,1.07,9435.533457
106,-66.6578,-21.581,211.5399017,21789,4767.23,1.07,7486.636335
107,-66.5578,-21.581,218.035202,0,3158.63,1.07,4960.430717
108,-66.4578,-21.581,224.6053009,0,1750.97,1.07,2749.788792
109,-66.3578,-21.581,231.2617035,0,916.218,1.07,1438.863023
110,-66.2578,-21.581,238.0180054,0,569.591,1.07,894.5070149
111,-66.1578,-21.581,244.8890991,0,464.155,1.07,728.9263762
112,-66.0578,-21.581,251.8901062,0,474.677,1.07,745.4505186
113,-65.9578,-21.581,259.0343933,0,582.988,1.07,915.5461649
114,-65.8578,-21.581,266.3331909,0,769.239,1.07,1208.041703
115,-65.7578,-21.581,273.7944946,0,967.641,1.07,1519.619626
116,-65.6578,-21.581,281.4234924,5447,1062.18,1.07,1668.087208
117,-65.5578,-21.581,289.2236938,0,952.856,1.07,1496.400709
118,-65.4578,-21.581,297.199585,0,671.976,1.07,1055.296249
119,-65.3578,-21.581,305.3608093,0,370.249,1.07,581.4528807
120,-65.2578,-21.581,313.7262878,0,163.727,1.07,257.1230059
124,-71.0578,-21.681,33.0169296,0,8.12387,1.07,12.75802936
125,-70.9578,-21.681,34.8100204,0,37.6524,1.07,59.13073755
126,-70.8578,-21.681,36.8163986,0,125.963,1.07,197.8170075
127,-70.7578,-21.681,39.0432014,0,304.901,1.07,478.8279368
128,-70.6578,-21.681,41.4987297,0,546.929,1.07,858.9177623
129,-70.5578,-21.681,44.1917992,0,764.55,1.07,1200.677922
130,-70.4578,-21.681,47.12994,0,920.335,1.07,1445.328514
131,-70.3578,-21.681,50.3165207,0,1090.9,1.07,1713.190171
132,-70.2578,-21.681,53.7474709,0,1372.06,1.07,2154.734353
133,-70.1578,-21.681,57.4080086,5447,1763.55,1.07,2769.544895
134,-70.0578,-21.681,61.2703705,0,2117.83,1.07,3325.919461
135,-69.9578,-21.681,65.2930374,5447,2193.04,1.07,3444.032058
136,-69.8578,-21.681,69.4218903,0,1871.13,1.07,2938.492551
137,-69.7578,-21.681,73.593338,0,1320.49,1.07,2073.746896
138,-69.6578,-21.681,77.73909,0,841.335,1.07,1321.263959
139,-69.5578,-21.681,81.7920227,0,599.997,1.07,942.2577348
140,-69.4578,-21.681,85.6923828,0,576.195,1.07,904.8781836
141,-69.3578,-21.681,89.3935776,0,717.47,1.07,1126.741729
142,-69.2578,-21.681,92.8668137,0,1128.11,1.07,1771.626147
143,-69.1578,-21.681,96.1042633,0,2161.26,1.07,3394.123557
144,-69.0578,-21.681,99.1202927,0,4412.67,1.07,6929.822047
145,-68.9578,-21.681,101.9508667,5447,8572.7,1.07,13462.88879
146,-68.8578,-21.681,104.6510773,10894,14988.5,1.07,23538.50112
147,-68.7578,-21.681,107.2909927,21789,22936.8,1.07,36020.80879
148,-68.6578,-21.681,109.9500809,49025,30387.3,1.07,47721.35272
149,-68.5578,-21.681,112.7107468,54473,35042.7,1.07,55032.36704
150,-68.4578,-21.681,115.651329,49025,35716.1,1.07,56089.89959
151,-68.3578,-21.681,118.8393936,59920,32612.9,1.07,51216.51822
152,-68.2578,-21.681,122.3262024,21789,26808.5,1.07,42101.07131
153,-68.1578,-21.681,126.1429977,38131,19770,1.07,31047.5476
154,-68.0578,-21.681,130.3002014,21789,13046,1.07,20487.92645
155,-67.9578,-21.681,134.7886963,0,8024.39,1.07,12601.80225
156,-67.8578,-21.681,139.5839996,0,5485.87,1.07,8615.215476
157,-67.7578,-21.681,144.6522064,5447,5171.25,1.07,8121.124458
158,-67.6578,-21.681,149.9550934,16341,6123.38,1.07,9616.385029
159,-67.5578,-21.681,155.4562073,5447,7489.7,1.07,11762.10507
160,-67.4578,-21.681,161.1239929,5447,8808.09,1.07,13832.55405
161,-67.3578,-21.681,166.933197,5447,9803.18,1.07,15395.28061
162,-67.2578,-21.681,172.865097,10894,10259.6,1.07,16112.05965
163,-67.1578,-21.681,178.9060974,5447,10042.3,1.07,15770.8036
164,-67.0578,-21.681,185.0462952,10894,9187.23,1.07,14427.96969
165,-66.9578,-21.681,191.2779999,5447,7982.92,1.07,12536.67621
166,-66.8578,-21.681,197.5957031,5447,6771.34,1.07,10633.96565
167,-66.7578,-21.681,203.9954987,5447,5602.99,1.07,8799.145105
168,-66.6578,-21.681,210.4765015,5447,4307.53,1.07,6764.706258
169,-66.5578,-21.681,217.0408936,0,2941.37,1.07,4619.237485
170,-66.4578,-21.681,223.6941071,0,1858.22,1.07,2918.218204
171,-66.3578,-21.681,230.4449005,0,1279.73,1.07,2009.735867
172,-66.2578,-21.681,237.3045959,0,1087.43,1.07,1707.740753
173,-66.1578,-21.681,244.2855988,0,1085.12,1.07,1704.113043
174,-66.0578,-21.681,251.3999939,0,1205.38,1.07,1892.973846
175,-65.9578,-21.681,258.6586914,0,1408.83,1.07,2212.479337
176,-65.8578,-21.681,266.069397,0,1589.27,1.07,2495.849063
177,-65.7578,-21.681,273.6368103,0,1643.89,1.07,2581.626354
178,-65.6578,-21.681,281.362793,0,1525.33,1.07,2395.435295
179,-65.5578,-21.681,289.2485962,5447,1228.81,1.07,1929.769194
180,-65.4578,-21.681,297.2976074,0,822.297,1.07,1291.365971
181,-65.3578,-21.681,305.5202942,0,445.343,1.07,699.3833076
182,-65.2578,-21.681,313.9386902,0,196.952,1.07,309.3007888
186,-71.0578,-21.781,33.0504608,0,11.2504,1.07,17.66804904
187,-70.9578,-21.781,34.8378601,0,49.6614,1.07,77.9901204
