Unnamed: 0,Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value,Smoothed Rate Scaled
96,-67.6578,-21.581,150.904007,0,145234,1.37,10072.03402
97,-67.5578,-21.581,156.4532928,0,175260,1.37,12154.34872
98,-67.4578,-21.581,162.1674042,195502,204390,1.37,14174.52548
99,-67.3578,-21.581,168.0196075,195502,228140,1.37,15821.59716
100,-67.2578,-21.581,173.9886932,0,244857,1.37,16980.92757
101,-67.1578,-21.581,180.0579071,195502,253970,1.37,17612.91764
102,-67.0578,-21.581,186.2140045,195502,255441,1.37,17714.93206
103,-66.9578,-21.581,192.4461975,586508,250675,1.37,17384.40811
104,-66.8578,-21.581,198.7469025,391005,239679,1.37,16621.83127
105,-66.7578,-21.581,205.1116943,782011,215634,1.37,14954.30122
106,-66.6578,-21.581,211.5399017,782011,171095,1.37,11865.50436
107,-66.5578,-21.581,218.035202,0,113363,1.37,7861.767855
108,-66.4578,-21.581,224.6053009,0,62842.2,1.37,4358.130853
109,-66.3578,-21.581,231.2617035,0,32882.9,1.37,2280.441821
110,-66.2578,-21.581,238.0180054,0,20442.5,1.37,1417.695274
111,-66.1578,-21.581,244.8890991,0,16658.4,1.37,1155.266477
112,-66.0578,-21.581,251.8901062,0,17036.1,1.37,1181.460118
113,-65.9578,-21.581,259.0343933,0,20923.4,1.37,1451.045875
114,-65.8578,-21.581,266.3331909,0,27607.9,1.37,1914.618533
115,-65.7578,-21.581,273.7944946,0,34728.5,1.37,2408.434895
116,-65.6578,-21.581,281.4234924,195502,38121.4,1.37,2643.733821
117,-65.5578,-21.581,289.2236938,0,34197.9,1.37,2371.63758
118,-65.4578,-21.581,297.199585,0,24117.1,1.37,1672.530204
119,-65.3578,-21.581,305.3608093,0,13288.2,1.37,921.5418048
120,-65.2578,-21.581,313.7262878,0,5876.14,1.37,407.5125796
124,-71.0578,-21.681,33.0169296,0,291.565,1.37,20.22014542
125,-70.9578,-21.681,34.8100204,0,1351.34,1.37,93.71595118
126,-70.8578,-21.681,36.8163986,0,4520.81,1.37,313.5199204
127,-70.7578,-21.681,39.0432014,0,10942.9,1.37,758.8943435
128,-70.6578,-21.681,41.4987297,0,19629.2,1.37,1361.292605
129,-70.5578,-21.681,44.1917992,0,27439.6,1.37,1902.946863
130,-70.4578,-21.681,47.12994,0,33030.7,1.37,2290.691809
131,-70.3578,-21.681,50.3165207,0,39152.1,1.37,2715.213264
132,-70.2578,-21.681,53.7474709,0,49242.9,1.37,3415.014143
133,-70.1578,-21.681,57.4080086,195502,63293.4,1.37,4389.421748
134,-70.0578,-21.681,61.2703705,0,76008.5,1.37,5271.218846
135,-69.9578,-21.681,65.2930374,195502,78708,1.37,5458.430214
136,-69.8578,-21.681,69.4218903,0,67154.6,1.37,4657.19746
137,-69.7578,-21.681,73.593338,0,47392.3,1.37,3286.674318
138,-69.6578,-21.681,77.73909,0,30195.4,1.37,2094.062658
139,-69.5578,-21.681,81.7920227,0,21533.8,1.37,1493.377351
140,-69.4578,-21.681,85.6923828,0,20679.6,1.37,1434.138251
141,-69.3578,-21.681,89.3935776,0,25749.9,1.37,1785.765515
142,-69.2578,-21.681,92.8668137,0,40487.8,1.37,2807.844575
143,-69.1578,-21.681,96.1042633,0,77567.5,1.37,5379.336098
144,-69.0578,-21.681,99.1202927,0,158370,1.37,10983.0207
145,-68.9578,-21.681,101.9508667,195502,307673,1.37,21337.24144
146,-68.8578,-21.681,104.6510773,391005,537934,1.37,37305.93077
147,-68.7578,-21.681,107.2909927,782011,823199,1.37,57089.16875
148,-68.6578,-21.681,109.9500809,1759525,1090600,1.37,75633.53142
149,-68.5578,-21.681,112.7107468,1955028,1257680,1.37,87220.59399
150,-68.4578,-21.681,115.651329,1759525,1281850,1.37,88896.79283
151,-68.3578,-21.681,118.8393936,2150531,1170470,1.37,81172.54679
152,-68.2578,-21.681,122.3262024,782011,962154,1.37,66725.75169
153,-68.1578,-21.681,126.1429977,1368520,709541,1.37,49206.94253
