WKT,Id,Name
"MULTILINESTRING ((-70.565841633 -17.463152254,-70.585967783 -17.46801648,-70.60434088 -17.469307389,-70.62463868 -17.467106345,-70.629279631 -17.465442212,-70.683085137 -17.447188288,-70.735043544 -17.428877921,-70.768560627 -17.411927359,-70.804831262 -17.395027877,-70.853989633 -17.372324289,-70.856292795 -17.371385107,-70.86053872 -17.36967946,-70.86804741 -17.36496031,-70.87410422 -17.36263593,-70.8854038 -17.35829887,-70.89349941 -17.35594535,-70.89932903 -17.35364323,-70.90531163 -17.35128043,-70.9143544 -17.34882029,-70.92311332 -17.34581906,-70.92982969 -17.34158321,-70.93694198 -17.33815018,-70.94237293 -17.33587532,-70.94822622 -17.33321131,-70.95531182 -17.33096958,-70.96231821 -17.32875296))","0",Falla Purgatorio
