WKT,Id,Name
"MULTILINESTRING ((-70.703296459 -17.261025458,-70.707036524 -17.259205435,-70.708160742 -17.258458522,-70.709071806 -17.257654274,-70.710699604 -17.256826407,-70.712027471 -17.256560264,-70.714361451 -17.256150224,-70.715875828 -17.255613104,-70.717150417 -17.254481985,-70.718486481 -17.253765737,-70.719995834 -17.252666112,-70.721531559 -17.251785277,-70.723002869 -17.250935943,-70.725539752 -17.249742171,-70.727638625 -17.248604738,-70.729302043 -17.248184386,-70.731097123 -17.247558137,-70.73235122 -17.247362433,-70.733720071 -17.247057136,-70.736536119 -17.245854209,-70.738097115 -17.24529188,-70.739666786 -17.245037462,-70.740744653 -17.244763474,-70.742146291 -17.24433292,-70.743748748 -17.243526607,-70.745052026 -17.243135192,-70.746822516 -17.242540239,-70.747920875 -17.242086194,-70.749133988 -17.24124073,-70.750248741 -17.240293491,-70.75112579 -17.239604588,-70.752575223 -17.239181151,-70.753703656 -17.238442057,-70.755429064 -17.237694432,-70.756162669 -17.237158176,-70.757715946 -17.236649319,-70.758965945 -17.236011287,-70.759986436 -17.235455455,-70.761699549 -17.234973993,-70.76286758 -17.234543416,-70.76396594 -17.233932778,-70.765777413 -17.233110762,-70.766814348 -17.233037326,-70.76812987 -17.232797612,-70.768941344 -17.232515777,-70.770310195 -17.231764214,-70.771138063 -17.23139626,-70.771761013 -17.230871729,-70.772179045 -17.230026213,-70.773732873 -17.228820378,-70.774224125 -17.228276452,-70.774822485 -17.227869346,-70.775670845 -17.227376121,-70.776797893 -17.226675426,-70.777613466 -17.226393581,-70.778228219 -17.225892523,-70.778965923 -17.225403207,-70.779805973 -17.22497212,-70.780910593 -17.224516563,-70.781601131 -17.223969644,-70.782501507 -17.223770785,-70.783096592 -17.223585076,-70.783875754 -17.223295219,-70.78473436 -17.22299771,-70.785193376 -17.222841127,-70.785652392 -17.222637568,-70.78605403 -17.222367461,-70.78650485 -17.222030806,-70.786816325 -17.221741125,-70.787295832 -17.221514077,-70.787582717 -17.221365322,-70.78804993 -17.220872079,-70.788427842 -17.220499777,-70.788951568 -17.220335774,-70.789607305 -17.220149828,-70.790263042 -17.219922779,-70.790728206 -17.219846443,-70.791394189 -17.219576332,-70.791840909 -17.219427575,-70.79238637 -17.219150518,-70.793835736 -17.218170473,-70.794313507 -17.21774105,-70.795324512 -17.217419344,-70.796279429 -17.217239267,-70.79729992 -17.217215779,-70.797775329 -17.217184461,-70.798586804 -17.216714696,-70.799148279 -17.216605084,-70.79974254 -17.216425007,-70.800717949 -17.216252759,-70.801398276 -17.216205782,-70.802340898 -17.21608834,-70.803135979 -17.216010045,-70.80363188 -17.216033534,-70.804168765 -17.21602179,-70.8056571999385 -17.2158047697897,-70.8067144473024 -17.2156177550187,-70.8074584361882 -17.2155242475623,-70.8083786329679 -17.2152250233841,-70.809240093783 -17.2146639767448,-70.8098861893943 -17.2144208560059,-70.8109434367583 -17.2139159119114,-70.8117657402635 -17.2135605800555,-70.8124314145297 -17.2132426509741,-70.8130187741764 -17.2130743353568,-70.8137431844072 -17.212868616061,-70.8144284373283 -17.2125880893797,-70.8150157969749 -17.2124758785881,-70.8157989431705 -17.2122327549726,-70.816965882 -17.211993487,-70.817443550181 -17.2118587180171,-70.81806834 -17.211492389,-70.81844334 -17.211102863,-70.818789651 -17.210623295,-70.819242519 -17.21002628,-70.819543748 -17.209785516,-70.820035522 -17.209583587,-70.820383858 -17.209470805,-70.820791698 -17.209427306,-70.821174438 -17.209354093,-70.821705631 -17.209137605,-70.82208268 -17.208957521,-70.822582679 -17.208699138,-70.822926941 -17.208472075,-70.823161669 -17.208163232,-70.82361077 -17.207856258,-70.824156448 -17.207681265,-70.824607267 -17.207555988,-70.825041693 -17.207422881,-70.8255882706144 -17.2071831922557,-70.825997952 -17.206907201,-70.826205626 -17.206749515,-70.826533495 -17.206318872,-70.826705626 -17.206099635,-70.826951527 -17.205825589,-70.827303986 -17.205535883,-70.827697428 -17.205324475,-70.828222018 -17.205089577,-70.828885951 -17.204885999,-70.829459721 -17.204682421,-70.830148245 -17.204486672,-70.830656441 -17.204314413,-70.830976113 -17.204126494,-70.831730211 -17.203656695,-70.832322118 -17.203335181,-70.833162597 -17.202658512,-70.834317305 -17.201901333,-70.835447437 -17.201431281,-70.838107253 -17.199882603,-70.839426924 -17.19842619,-70.842410527 -17.196507779,-70.843984296 -17.195348892,-70.84727898 -17.193716585,-70.849902322 -17.192263713,-70.851894123 -17.191065648,-70.853757939 -17.189867199,-70.874840881 -17.17749186,-70.876977728 -17.176511755,-70.878843326 -17.175598998,-70.880386995 -17.174874029,-70.88251695 -17.174008002,-70.885360863 -17.173161736,-70.887908555 -17.17276206,-70.894432538 -17.169125103,-70.900465462 -17.164641653,-70.904224586 -17.162349254,-70.907755625 -17.160650313,-70.911071704 -17.158295022,-70.915305086 -17.156113404,-70.918353158 -17.153806951,-70.921469839 -17.151465346,-70.923217816 -17.150951426,-70.925105793 -17.150591144,-70.92572601 -17.150469745,-70.92709896 -17.149392809,-70.928107155 -17.148797555,-70.928648138 -17.148249293,-70.929832563 -17.147935999,-70.931078464 -17.147215423,-70.931881741 -17.146377357,-70.932873544 -17.145821255,-70.933775182 -17.145539288,-70.935332557 -17.144646387,-70.936234196 -17.14402762,-70.937549967 -17.143159794,-70.938420669 -17.143099466,-70.939524607 -17.142953779,-70.939861065 -17.142831038,-70.953942198 -17.125598091,-70.955369421 -17.124066385,-70.95639401 -17.122957963,-70.957454057 -17.122301791,-70.958992368 -17.120839018,-70.960394006 -17.119945999,-70.961877611 -17.11855946,-70.963487275 -17.116700079,-70.975803884 -17.113448443,-70.979539477 -17.110128379,-70.981640141 -17.108244197,-70.986105043 -17.104734638,-70.990154219 -17.100813598,-70.994711592 -17.098110736,-71.000850859 -17.095851033,-71.00638371 -17.093711646,-71.011049178 -17.091721707,-71.019698414 -17.087557256,-71.024832461 -17.086064895,-71.028055275 -17.083006187,-71.032504583 -17.078049573,-71.035697203 -17.074182821,-71.039025704 -17.070417587,-71.07005471 -17.052641798,-71.07476171 -17.051700593,-71.079261705 -17.050109799,-71.084937928 -17.049835523,-71.088310875 -17.048683559,-71.092285693 -17.047393749,-71.119377885 -17.035931489,-71.122529076 -17.034925069,-71.126200179 -17.033225392,-71.129405093 -17.032449511,-71.133150991 -17.030396154,-71.136085414 -17.029831869,-71.138126395 -17.028844366,-71.140127418 -17.028443681,-71.142397907 -17.027040788,-71.144593601 -17.026469635,-71.14846245 -17.025231314,-71.150622846 -17.023972853,-71.153584909 -17.023523464,-71.157544407 -17.022237365,-71.160236049 -17.021110874))","0",Falla Incapuquio
