#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-02-08T12:56:48', checksum=4213204958, kind='mean', investigation_time=50.0"
lon,lat,0.400000~PGA,0.400000~SA(0.02),0.400000~SA(0.05),0.400000~SA(0.1),0.400000~SA(0.15),0.400000~SA(0.2),0.400000~SA(0.25),0.400000~SA(0.3),0.400000~SA(0.4),0.400000~SA(0.5),0.400000~SA(1.0),0.400000~SA(1.5),0.400000~SA(2.0),0.400000~SA(3.0),0.400000~SA(4.0),0.400000~SA(5.0),0.100000~PGA,0.100000~SA(0.02),0.100000~SA(0.05),0.100000~SA(0.1),0.100000~SA(0.15),0.100000~SA(0.2),0.100000~SA(0.25),0.100000~SA(0.3),0.100000~SA(0.4),0.100000~SA(0.5),0.100000~SA(1.0),0.100000~SA(1.5),0.100000~SA(2.0),0.100000~SA(3.0),0.100000~SA(4.0),0.100000~SA(5.0),0.050000~PGA,0.050000~SA(0.02),0.050000~SA(0.05),0.050000~SA(0.1),0.050000~SA(0.15),0.050000~SA(0.2),0.050000~SA(0.25),0.050000~SA(0.3),0.050000~SA(0.4),0.050000~SA(0.5),0.050000~SA(1.0),0.050000~SA(1.5),0.050000~SA(2.0),0.050000~SA(3.0),0.050000~SA(4.0),0.050000~SA(5.0),0.020000~PGA,0.020000~SA(0.02),0.020000~SA(0.05),0.020000~SA(0.1),0.020000~SA(0.15),0.020000~SA(0.2),0.020000~SA(0.25),0.020000~SA(0.3),0.020000~SA(0.4),0.020000~SA(0.5),0.020000~SA(1.0),0.020000~SA(1.5),0.020000~SA(2.0),0.020000~SA(3.0),0.020000~SA(4.0),0.020000~SA(5.0),0.010000~PGA,0.010000~SA(0.02),0.010000~SA(0.05),0.010000~SA(0.1),0.010000~SA(0.15),0.010000~SA(0.2),0.010000~SA(0.25),0.010000~SA(0.3),0.010000~SA(0.4),0.010000~SA(0.5),0.010000~SA(1.0),0.010000~SA(1.5),0.010000~SA(2.0),0.010000~SA(3.0),0.010000~SA(4.0),0.010000~SA(5.0),0.005000~PGA,0.005000~SA(0.02),0.005000~SA(0.05),0.005000~SA(0.1),0.005000~SA(0.15),0.005000~SA(0.2),0.005000~SA(0.25),0.005000~SA(0.3),0.005000~SA(0.4),0.005000~SA(0.5),0.005000~SA(1.0),0.005000~SA(1.5),0.005000~SA(2.0),0.005000~SA(3.0),0.005000~SA(4.0),0.005000~SA(5.0)
-70.33000,-14.25000,1.640831E-01,1.714852E-01,2.498394E-01,3.532250E-01,3.803198E-01,3.778878E-01,3.593761E-01,3.336476E-01,2.753068E-01,2.311815E-01,1.113876E-01,6.176196E-02,3.876975E-02,1.966324E-02,1.191353E-02,8.046094E-03,3.033896E-01,3.178833E-01,4.750954E-01,6.716768E-01,7.195150E-01,7.205927E-01,6.906685E-01,6.428246E-01,5.372964E-01,4.545814E-01,2.250250E-01,1.254283E-01,7.845002E-02,3.986478E-02,2.415200E-02,1.627962E-02,3.826685E-01,4.011586E-01,6.017943E-01,8.520365E-01,9.149127E-01,9.192436E-01,8.830869E-01,8.227564E-01,6.907462E-01,5.873464E-01,2.933711E-01,1.642205E-01,1.027015E-01,5.214323E-02,3.137653E-02,2.110952E-02,4.982103E-01,5.240381E-01,7.890747E-01,1.119410E+00,1.207683E+00,1.217666E+00,1.172175E+00,1.092137E+00,9.223132E-01,7.849483E-01,3.978965E-01,2.229898E-01,1.400648E-01,7.122784E-02,4.243516E-02,2.848282E-02,5.957208E-01,6.256334E-01,9.413521E-01,1.344036E+00,1.451141E+00,1.465854E+00,1.415467E+00,1.323007E+00,1.119011E+00,9.550779E-01,4.880511E-01,2.744161E-01,1.726874E-01,8.779366E-02,5.200404E-02,3.479708E-02,6.979288E-01,7.328661E-01,1.103351E+00,1.588379E+00,1.715101E+00,1.734470E+00,1.680446E+00,1.577415E+00,1.334593E+00,1.142351E+00,5.880393E-01,3.316989E-01,2.092242E-01,1.062884E-01,6.262667E-02,4.176908E-02
